场景意图名称,环节,意图,产品ID,话术内容,关联变量(可留空),状态(online/offline)
套餐升档,营销挽留,无异议不说话或沉默,20260108891221,您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,20260108891221,您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,20260108361540,我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,20260108361540,关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,20260108361540,我看您现在是[uniProdGrade]元的套餐，只有[totalFlow]GB流量，现在套餐焕新流量可以提升到[flow+giftFlow]GB，与副卡可以共享的流量[shareFlow]G，其中套餐内[flow]G流量，两年内每月扩容[giftFlow]G流量，比您现在增加了[flow+giftFlow-tf]G流量，分钟数不变，原套餐可以领的权益也还给您保留，这样咱不论是刷视频还是聊微信，用起来也会更加方便。您是咱移动[internetAge]年的[telNumStar]星级贵宾客户，我们可以申请[discountPrice]元套餐折扣，可以给您优惠2年呢，新套餐原价[origPrice]元，这样优惠完之后，您只交[reducePrice]元就可以了，到期恢复原价前都会给您发短信提醒，特别合适，现在给您办理下个账期就可以直接用了。,,online
套餐升档,营销挽留,明确拒绝，不需要办理任何业务,20260108361540,这个您别担心哈，新优惠也还没给您办理，是因为我看您现在用的业务还不是最适合您的，正好可以申请一个优惠活动，您先听听看，毕竟每个月差不多的钱，可以用[flow+giftFlow]GB国内流量，千万不要错过优惠。,,online
套餐升档,营销挽留,仅当月不小心超出，以后不会,20260108361540,我明白，您这次确实是不小心使用超出的，很多客户都会有这种情况，因为咱们退费仅限这一次，如果后期再有超出情况就无法申请退还了，所以很多像您一样的客户都会根据自己的需求找一个适合自己的资费，现在正好有焕新活动，费用上没有增加太多，但有了更多的流量，以后出门用流量的地方也多了，不用总担心流量不够用或是超出的问题了，咱们都希望花小钱办大事，您说对吧。,,online
套餐升档,营销挽留,有另一张卡在用，这张卡是备用的,20260108361540,我能理解，现在大部分人的手机上都是两张卡，但一般过了优惠期就不再合适了，您都用了我们公司这么多年了，我们也是希望您能用的好，所以我们也是给您申请了更适合您的优惠活动，错过了就可惜了。,,online
套餐升档,营销挽留,现在套餐内分钟数和流量都用不完,20260108361540,听得出来，您是一位非常理性的消费者，咱们都希望您用的好。而这个焕新套餐优惠力度非常大，性价比很高，可能随时会下线，如果现在不办理，后期可能就没有了。,,online
套餐升档,营销挽留,现达量降速，对更改后流量超出扣费不满,20260108361540,"我理解您的担心，给您推荐的这个已经是结合您的使用需求考虑进来了，您之前一个月大概使用**G（前三月均流量不含当月），这个新套餐里面有[flow+giftFlow]G,结合您原来的使用情况基本符合您的使用需求。最主要的是以后您都不限速了，您前期有时候发个微信就要等半天，这样以后不用担心降速之后网络卡顿给自己带来的烦恼了。",,online
套餐升档,营销挽留,用多少扣多少就行，别动套餐,20260108361540,能听出来您是不差钱的人，但既然您的电话打到我这边来了，从服务的角度来讲，更愿意给您找一个适合的资费，咱能省点就省点，大家挣钱都不容易，小钱省多了也就成大钱了，您说对吧。,,online
套餐升档,营销挽留,流量赠送的太多，用不完,20260108361540,咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,20260108361540,您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,20260108361540,您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,20260108361540,您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,20260108361540,您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,20260108361540,我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,20260108361540,关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,20260108361540,我看您现在是[uniProdGrade]元的套餐，只有[totalFlow]GB流量，现在套餐焕新流量可以提升到[flow+giftFlow]GB，与副卡可以共享的流量[shareFlow]G，其中套餐内[flow]G流量，两年内每月扩容[giftFlow]G流量，比您现在增加了[flow+giftFlow-tf]G流量，分钟数不变，原套餐可以领的权益也还给您保留，这样咱不论是刷视频还是聊微信，用起来也会更加方便。您是咱移动[internetAge]年的[telNumStar]星级贵宾客户，我们可以申请[discountPrice]元套餐折扣，可以给您优惠2年呢，新套餐原价[origPrice]元，这样优惠完之后，您只交[reducePrice]元就可以了，到期恢复原价前都会给您发短信提醒，特别合适，现在给您办理下个账期就可以直接用了。,,online
套餐升档,营销挽留,明确拒绝，不需要办理任何业务,20260108361540,这个您别担心哈，新优惠也还没给您办理，是因为我看您现在用的业务还不是最适合您的，正好可以申请一个优惠活动，您先听听看，毕竟每个月差不多的钱，可以用[flow+giftFlow]GB国内流量，千万不要错过优惠。,,online
套餐升档,营销挽留,仅当月不小心超出，以后不会,20260108361540,我明白，您这次确实是不小心使用超出的，很多客户都会有这种情况，因为咱们退费仅限这一次，如果后期再有超出情况就无法申请退还了，所以很多像您一样的客户都会根据自己的需求找一个适合自己的资费，现在正好有焕新活动，费用上没有增加太多，但有了更多的流量，以后出门用流量的地方也多了，不用总担心流量不够用或是超出的问题了，咱们都希望花小钱办大事，您说对吧。,,online
套餐升档,营销挽留,有另一张卡在用，这张卡是备用的,20260108361540,我能理解，现在大部分人的手机上都是两张卡，但一般过了优惠期就不再合适了，您都用了我们公司这么多年了，我们也是希望您能用的好，所以我们也是给您申请了更适合您的优惠活动，错过了就可惜了。,,online
套餐升档,营销挽留,现在套餐内分钟数和流量都用不完,20260108361540,听得出来，您是一位非常理性的消费者，咱们都希望您用的好。而这个焕新套餐优惠力度非常大，性价比很高，可能随时会下线，如果现在不办理，后期可能就没有了。,,online
套餐升档,营销挽留,现达量降速，对更改后流量超出扣费不满,20260108361540,"我理解您的担心，给您推荐的这个已经是结合您的使用需求考虑进来了，您之前一个月大概使用**G（前三月均流量不含当月），这个新套餐里面有[flow+giftFlow]G,结合您原来的使用情况基本符合您的使用需求。最主要的是以后您都不限速了，您前期有时候发个微信就要等半天，这样以后不用担心降速之后网络卡顿给自己带来的烦恼了。",,online
套餐升档,营销挽留,用多少扣多少就行，别动套餐,20260108361540,能听出来您是不差钱的人，但既然您的电话打到我这边来了，从服务的角度来讲，更愿意给您找一个适合的资费，咱能省点就省点，大家挣钱都不容易，小钱省多了也就成大钱了，您说对吧。,,online
套餐升档,营销挽留,流量赠送的太多，用不完,20260108361540,咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,20260108361540,您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,20260108361540,您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,20260108361540,您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,20260108361540,您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
套餐升档,场景切入,近3个月流量超套,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
套餐升档,场景切入,其他,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
套餐升档,营销推荐,营销推荐,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",关注到您现在的使用的[uniProdGrade]元套餐，只有[totalFlow]流量和[voiceTotal]分钟通话，现在可以给您调整为安心卡套餐，这样每月您都可以用到[flow+giftFlow]GB国内通用流量和100分钟国内通话，其中套餐内10G流量，加1元安心用再享40GB国内通用流量和个人防诈险服务（享5万元防诈保障额度）。您是咱移动[internetAge]年的[telNumStar]星级贵宾客户，我们可以申请[discountPrice]元套餐折扣，新套餐原价[origPrice]元，这样再加1元安心用优惠完之后，您只交[reducePrice]元就可以了，套餐折扣和1元安心用都能给您优惠3年呢，到期恢复原价前都会给您发短信提醒，这次流量优惠力度是前所未有的，在这之前花同样的钱，现在是原来的2倍多特别合适，我直接给您申请吧。,,online
套餐升档,营销挽留,明确拒绝，不需要办理任何业务,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",这个您别担心哈，新优惠也还没给您办理，是因为我看您现在用的业务还不是最适合您的，正好可以申请一个优惠活动，您先听听看，毕竟每个月差不多的钱，可以用[flow+giftFlow]GB国内流量，千万不要错过优惠。,,online
套餐升档,营销挽留,仅当月不小心超出，以后不会,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",我明白，您这次确实是不小心使用超出的，很多客户都会有这种情况，因为咱们退费仅限这一次，如果后期再有超出情况就无法申请退还了，所以很多像您一样的客户都会根据自己的需求找一个适合自己的资费，现在正好有焕新活动，费用上没有增加太多，但有了更多的流量，以后出门用流量的地方也多了，不用总担心流量不够用或是超出的问题了，咱们都希望花小钱办大事，您说对吧。,,online
套餐升档,营销挽留,有另一张卡在用，这张卡是备用的,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",我能理解，现在大部分人的手机上都是两张卡，但一般过了优惠期就不再合适了，您都用了我们公司这么多年了，我们也是希望您能用的好，所以我们也是给您申请了更适合您的优惠活动，错过了就可惜了。,,online
套餐升档,营销挽留,现在套餐内分钟数和流量都用不完,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",听得出来，您是一位非常理性的消费者，咱们都希望您用的好。而这个焕新套餐优惠力度非常大，性价比很高，可能随时会下线，如果现在不办理，后期可能就没有了。,,online
套餐升档,营销挽留,现达量降速，对更改后流量超出扣费不满,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481","我理解您的担心，给您推荐的这个已经是结合您的使用需求考虑进来了，您之前一个月大概使用**G（前三月均流量不含当月），这个新套餐里面有[flow+giftFlow]G,结合您原来的使用情况基本符合您的使用需求。最主要的是以后您都不限速了，您前期有时候发个微信就要等半天，这样以后不用担心降速之后网络卡顿给自己带来的烦恼了。",,online
套餐升档,营销挽留,用多少扣多少就行，别动套餐,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",能听出来您是不差钱的人，但既然您的电话打到我这边来了，从服务的角度来讲，更愿意给您找一个适合的资费，咱能省点就省点，大家挣钱都不容易，小钱省多了也就成大钱了，您说对吧。,,online
套餐升档,营销挽留,流量赠送的太多，用不完,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",咱现在也都是用5G手机了，后期用网的地方也越来越多，赠送也不会一直有，咱多备着点总比到时候不够用超出扣钱合适吧，咱流量多点儿，用起来也更畅快、放心些，您说对吧？现在刚好有焕新活动，优惠力度这么大，错过太可惜了。,,online
套餐升档,营销挽留,再考虑一下,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",您说要考虑考虑，看的出来您还是比较谨慎的，谨慎点也是好事，谁都希望自己用的套餐性价比是最合适的，您说对吧？这次活动确实非常划算，很多使用您这款套餐的客户都已经参加了，主要是这个活动随时会结束，如果错过真的就太可惜了，我赶紧申请上吧？,,online
套餐升档,营销挽留,去营业厅咨询/比较信任营业厅,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",您去营业厅咨询也是可以的，但是现在营业厅比较忙，去了一般都得排队/花时间找车位，咱大家现在生活节奏都很快，这样很浪费您的时间，为了更好的给您提供服务，我们线上也是可以为您办理的，我们这里全程都是有录音的，这既是对您权益的保障，也是对我服务的监管，请您放心。,,online
套餐升档,营销挽留,无异议不说话或沉默,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",您现在不说话相信您是在慎重思考这个套餐，您是对这个是有什么顾虑吗？（停顿），如果没有顾虑，咱都觉得挺合适，那我现在帮您申请一下吧？,,online
套餐升档,营销挽留,跟家人再商量一下,"20260327535432, 20260327872831, 20260327228650, 20260327573982, 20260327916481",您说要跟家人商量一下，说明您平时和家人关系非常不错啊，家庭氛围真好，因为这个活动机会特别难得，相信您的家人也会觉得合适。这样可以添加下您的微信，您和您家人都可以通过这个微信咨询，也比较方便。,,online
流量包,场景切入,近3个月流量超套,"20220826629424, 20221018687352, 20220826173464",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
流量包,场景切入,其他,"20220826629424, 20221018687352, 20220826173464",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
流量包,营销推荐,营销推荐-30元档次,"20220826629424, 20221018687352, 20220826173464",业务办理后每月可以享受15GB国内通用流量，不可共享，其中10GB长期享受，3GB流量赠送一年，到期自动取消。流量包原价是30元，现在每月可以享受15元折扣，您只需交15元就行，这个优惠一年，期间保持当前国内通用流量包在用，到期恢复原价之前，会提前下发短信通知您，我按照您当前的流量使用情况，给您大体估算了一下，您办了这个流量包能为您节省大约**元（算比结果），现在受理收到短信立即就可以使用了/下账期使用就可以了。,,online
流量包,营销推荐,营销推荐-20元档次,"20220826629424, 20221018687352, 20220826173464",业务办理后每月可以享受7GB国内通用流量，不可共享，其中5GB长期享受，2GB流量赠送一年，到期自动取消。流量包原价是20元，现在每月可以享受10元折扣，您只需交10元就行，这个优惠一年，期间保持当前国内通用流量包在用，到期恢复原价之前，会提前下发短信通知您，我按照您当前的流量使用情况，给您大体估算了一下，您办了这个流量包能为您节省大约**元（算比结果），现在受理收到短信立即就可以使用了/下账期使用就可以了。,,online
流量包,营销挽留,表示太贵了,"20220826629424, 20221018687352, 20220826173464",先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元就有*G的流量，折算才*元/G呢，非常优惠，您放心我们10086都是为您省钱着想。,,online
流量包,营销挽留,这个是不是最优惠实惠的,"20220826629424, 20221018687352, 20220826173464",您放心，这个已经是最优惠的了，其他人办理都是*元才*G呢，现在不仅给您优惠*元，还给您额外赠送*G流量呢，您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。,,online
流量包,营销挽留,用不了这么多流量,"20220826629424, 20221018687352, 20220826173464",先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元只有*个G，您办理*元就能用*个G，不仅是流量多了，费用也给您更优惠，您可以放心使用。,,online
流量包,营销挽留,要免费流量,"20220826629424, 20221018687352, 20220826173464",您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。,,online
流量包,营销挽留,临时使用,"20220826629424, 20221018687352, 20220826173464","我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。",,online
流量包,营销挽留,去营业厅咨询,"20220826629424, 20221018687352, 20220826173464","您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？, 您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。",,online
流量包,营销挽留,我考虑一下,"20220826629424, 20221018687352, 20220826173464","您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的,那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?, 您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。, 可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。",,online
流量包,营销挽留,多张卡,"20220826629424, 20221018687352, 20220826173464",好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。,,online
流量包,营销挽留,想要携转,"20220826629424, 20221018687352, 20220826173464","可以了解一下您携转的原因吗？, 您觉得的资费贵肯定也有您的理解，其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。",,online
流量包,营销挽留,不信任移动,"20220826629424, 20221018687352, 20220826173464",很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。,,online
流量包,场景切入,近3个月流量超套,"20220826509304, 20221018505736, 20220826068926",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
流量包,场景切入,其他,"20220826509304, 20221018505736, 20220826068926",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
流量包,营销推荐,营销推荐,"20220826509304, 20221018505736, 20220826068926",每月仅需5元就可以享受5GB国内通用流量，其中2GB国内流量长期享受，一年内每月再赠您3GB国内流量，流量包原价10元/月，现在办理享受半价优惠，合约一年。您当前套餐超出资费比较贵（可结合超套资费解释），现在只需要5块钱在就能使用5GB国内通用流量，算下来才1块钱1G，关键是全月都能用，非常合适。我按照您当前的流量使用情况，给您大体估算了一下，您办了这个流量包能为您节省大约**元（算比结果），为了帮您节省话费现在办理您收到短信立即/下个账期就可以直接用了。,,online
流量包,营销挽留,表示太贵了,"20220826509304, 20221018505736, 20220826068926",先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元就有*G的流量，折算才*元/G呢，非常优惠，您放心我们10086都是为您省钱着想。,,online
流量包,营销挽留,这个是不是最优惠实惠的,"20220826509304, 20221018505736, 20220826068926",您放心，这个已经是最优惠的了，其他人办理都是*元才*G呢，现在不仅给您优惠*元，还给您额外赠送*G流量呢，您现在办理只需要花*元就有*G流量了，非常优惠，我帮您申请办理上吧。,,online
流量包,营销挽留,用不了这么多流量,"20220826509304, 20221018505736, 20220826068926",先生/女士，这是您作为我们移动的优质客户应得的优惠，普通客户花*元只有*个G，您办理*元就能用*个G，不仅是流量多了，费用也给您更优惠，您可以放心使用。,,online
流量包,营销挽留,要免费流量,"20220826509304, 20221018505736, 20220826068926",您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。,,online
流量包,营销挽留,临时使用,"20220826509304, 20221018505736, 20220826068926","我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。",,online
流量包,营销挽留,去营业厅咨询,"20220826509304, 20221018505736, 20220826068926","您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？, 您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。",,online
流量包,营销挽留,我考虑一下,"20220826509304, 20221018505736, 20220826068926","您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的,那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?, 您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。, 可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。",,online
流量包,营销挽留,多张卡,"20220826509304, 20221018505736, 20220826068926",好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。,,online
流量包,营销挽留,想要携转,"20220826509304, 20221018505736, 20220826068926","可以了解一下您携转的原因吗？, 您觉得的资费贵肯定也有您的理解，其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。",,online
流量包,营销挽留,不信任移动,"20220826509304, 20221018505736, 20220826068926",很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。,,online
流量包,场景切入,近3个月流量超套,"20250527151596, 20250527492522",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
流量包,场景切入,其他,"20250527151596, 20250527492522",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
流量包,营销推荐,营销推荐,"20250527151596, 20250527492522",【营销话术】关注到您目前使用的是达量降速套餐，为了提升您的上网感知，我们可以再给您增加**G的高速流量。您放心，还是原来的流量放心用，每月仅需多加10元您就可以多享受**G国内通用流量，所有通用流量使用完以后继续执行您之前的达量降速，不会额外产生流量费（如客户开通长期提速包，则超出后按照提速包资费收费），业务有效期36个月，到期自动取消，会收到短信提醒。现在帮您办理上当前账期就可以使用了。,,online
流量包,营销挽留,表示太贵了,"20250527151596, 20250527492522",先生/女士，您流量超出用的话比较贵，而现在给您加上这个优惠只需要*元就有*G的流量，折算才*元/G呢，非常优惠，您放心我们10086都是为您省钱着想。,,online
流量包,营销挽留,这个是不是最优惠实惠的,"20250527151596, 20250527492522",您放心，这个已经是最优惠的了，其他人办理10元才包5G呢，您现在办理同样花10元就有20G流量，花一样的钱能比别人多用15G流量呢，我帮您申请办理上吧。,,online
流量包,营销挽留,用不了这么多流量,"20250527151596, 20250527492522",您放心，这是您作为我们移动的优质客户应得的优惠，其他人办理10元才包5G呢，您现在办理同样花10元就有20G流量，花一样的钱能比别人多用15G流量呢，我帮您申请办理上吧。,,online
流量包,营销挽留,要免费流量,"20250527151596, 20250527492522",您也可以登录中国移动APP，参与签到、蜂蜜乐园等活动，获取免费流量。,,online
流量包,营销挽留,临时使用,"20250527151596, 20250527492522","我看到您最多的一个月用了不少流量,实际您是有使用需求的，还是建议您提前备些流量，以免临时要用再来开短时包不划算，如果用超了收您自己的钱更不划算，所以您看没问题的话，帮您办理上吧。",,online
流量包,营销挽留,去营业厅咨询,"20250527151596, 20250527492522","您去营业厅了解也是可以的，我们本次回馈只有优质客户才能参加，为了节约您的宝贵时间，我们这边现在就可以直接帮您办理好吗？, 您去营业厅也是可以的，但并不是所有活动营业厅都有，而且您去营业厅人多还得排队，如果开车去的话还得费您的油钱。为了节省您的时间，我们直接帮您办理更节省时间，而且我们这里全程都是有录音的，既对您权益有保障，也是对我服务的监管。",,online
流量包,营销挽留,我考虑一下,"20250527151596, 20250527492522","您要考虑也是有道理的,说明您对我们的套餐/流量包还是有意向的,那您主要是有什么方面的顾虑呢?是费用/网络/还是其他什么原因呢?, 您升级了以后其实就是比之前多了*块钱，现在一杯奶茶都买不到了，但却可以让您有更多的流量体验，建议您直接办理上。, 可以告诉我您的顾虑吗？因为其他用户听到很感兴趣，所以想了解一下您的原因，便于我们后期资费设计更符合您的需求。",,online
流量包,营销挽留,多张卡,"20250527151596, 20250527492522",好的，您可以综合对比下哪个更合适，有需要随时联系我们就行。,,online
流量包,营销挽留,想要携转,"20250527151596, 20250527492522","可以了解一下您携转的原因吗？, 您觉得的资费贵肯定也有您的理解，其实，也有其他友商的客户转到我们移动公司来，他们觉得移动公司的资费更优惠些，网络质量也更有保障。咱们每个人都希望用一个资费优惠、网络又好的运营商对吧？您也可以考虑下刚才给您说的优惠，不论您如何选择我们都能理解。",,online
流量包,营销挽留,不信任移动,"20250527151596, 20250527492522",很抱歉让您有了这样的想法，不过，请您放心，在我们10086办理业务全程都是有录音的，我向您保证，我在电话里和您介绍的是什么样的，那么办理后实际使用的也是这样的，不存在套路您的意思，我的工号也可以告诉您，是[opStaffId]号，您在使用过程中有任何问题可随时联系10086，我们会对您负责到底，也欢迎您的监督。,,online
流量包,场景切入,近3个月流量超套,"20221124844931, 20221124259610, 20221124308566",我看您[lastedMonth]月流量用超[3MonthsOutFlowFee]元啦，您关注过吗？咱超出后[flowStandard]元/G，太贵了，我帮您优化一下，能为您节省不少费用呢，我简单给您说一下，您听听看？,,online
流量包,场景切入,其他,"20221124844931, 20221124259610, 20221124308566",关注到您还是[internetAge]年的优质客户，正好您打过来了，我们可以给您申请个专享优惠，您听听看？,,online
流量包,营销推荐,营销推荐,"20221124844931, 20221124259610, 20221124308566",近几年随着互联网的发展，刷短视频消耗流量比较多，移动公司新推出短视频定向流量包的优惠活动。短视频组合定向流量包含30GB短视频流量包，可以在抖音、快手、头条使用，这个流量包原价是每月18元，一年内您每月只需交10元，合约期一年。我按照您当前的流量使用情况，给您大体估算了一下，您办了这个流量包能为您节省大约**元（算比结果），现在给您办理您收到短信立即（下账期）就可以使用了。,,online
